FID,Planet,planet_norm,Region,Sector,System,Grid,X,Y,arcgis_hash,deleted,Canon,Legends,zm,name0,name1,name2,lat,long,ref,status,CRegion,CRegion_li
3988,Rakrir,rakrir,Outer Rim,Kwymar sector,Rakrir system,Q-4,0,0,a5ebb219d4b2fb3dc6f2c13798123c93b42ba782cc617f3ac7124127a937c3dc,0,0,1,0, , , ,0,0, , , , 
3989,Ralme IV,ralme iv,Expansion Region,Brak sector,Ralme system,O-14,0,0,a2c1cadfd0da5ff4c2648fee4a389d403ccc7b6f1d1a106ddac457fdf985b6f4,0,0,1,0, , , ,0,0, , , , 
3990,Ramodi,ramodi,Expansion Region,Tregillis sector,Ramodi system,M-15,0,0,c45d672a33012799c0716cec2265672564bb46d920c34797e6d73f010ad8e473,0,0,1,0, , , ,0,0, , , , 
3991,Rampa I,rampa i,Outer Rim,Baxel sector,Rampa Minor system,U-12,0,0,116d4a563c7b84271b04ef9412a52919385ae0cc9d35acb0d4105ba4cff5deca,0,0,1,0, , , ,0,0, , , , 
3992,Rampa II,rampa ii,Outer Rim,Corporate Sector,Rampa system,S-4,0,0,6a9dc0ba0360ec3b55349b3c0bf734c3314419fc16d83f59b357f2550d583841,0,0,1,0, , , ,0,0, , , , 
3993,Randa,randa,Outer Rim,Kessel sector,Randa system,T-10,0,0,e11c9c9ad5f54ad2c8567f29e98301020df02aa6f5cac261f4763edc05b2ae7c,0,1,1,0, , , ,0,0, , , , 
3994,Randorn 2,randorn 2,Outer Rim,Belderone sector,Randorn system,Q-6,0,0,b048d01d4d99a78e4a1d1f9450a40d591483204f446415e4a2685641cf347969,0,0,1,0, , , ,0,0, , , , 
3995,Rango Tan,rango tan, , , ,Q-6,0,0,3d7e1057267c0f9c5a51fca16ebb0409b41fe84ee410c4cfee79f627fc42ae11,0,1,0,0, , , ,0,0, , , , 
3996,Rangorah,rangorah,Outer Rim,Calaron sector,Rangorah system,T-9,0,0,07fc6bdaf1bce876ab2136362a0ec45680d914812765421f4ff4a1cf150252c6,0,0,1,0, , , ,0,0, , , , 
3997,Ranste,ranste,Core Worlds,Corellian sector,New Plympto system,M-11,0,0,26f0024f1a1124a53a06c3dcf4fb88b7b4e12d0f0736929110aaa18ed542fee1,0,0,1,0, , , ,0,0, , , , 
3998,Rantorin,rantorin,Colonies,Ollonir Boundaries,Thrantin OM81-A system,J-16,0,0,0d7310a0ccb46d28fef5bfab51b7104f1250a05b7173c74bfead365f958e4cec,0,0,1,0, , , ,0,0, , , , 
3999,Rasapan,rasapan,Core Worlds,Kuat sector,Kuat system,M-10,0,0,40eba97a26dc8911b184157d125daacd7e746d510ab664c6e3bf64e270f810c0,0,0,1,0, , , ,0,0, , , , 
4000,Raskane IV,raskane iv,Expansion Region,Sepan sector,Raskane system,P-13,0,0,4c6d976ba0d02744acd493d5c5bfd8384008ae2c8f5af76d1096b799d1b432a1,0,0,1,0, , , ,0,0, , , , 
4001,Rathalay,rathalay,Mid Rim,Taldot sector,Rathalay system,R-9,0,0,3b619c35e7029bdccb8be8ba6355caeca7bbdceeb61fb6006752ca8e536d7146,0,0,1,0, , , ,0,0, , , , 
4002,Ravaath,ravaath,Outer Rim,Pacanth Reach,Ravaath system,H-16,-5905.02,-9568.8,d1bd4878fd4d219f700a9493b4904a0bd151b489255a1d0f8830fb87a2995e6e,0,0,1,2, , , ,-64.8493340312,-53.0456626806, , ,Unknown Regions,https://starwars.fandom.com/wiki/Unknown_Regions
4003,Raxus II,raxus ii,Outer Rim,Tion Hegemony,Raxus system,S-5,0,0,d30bd7333141e1166651d3d4cabf7e7a220aef87bdabd1f0640cc9ca854ab164,0,0,1,0, , , ,0,0, , , , 
4004,Raxus Prime,raxus prime,Outer Rim,Tion Hegemony,Raxus system,S-5,0,0,b573a8a4c6b4bec5c39ee2721d69b81fdfc913c72a1e0d2a49e2f4ff7340d9cf,0,1,1,0, , , ,0,0, , , , 
4005,Raxus Secundus,raxus secundus,Outer Rim,Tion Hegemony,Raxus system,S-5,0,0,60753547e18fd5a7fe4d1910caf95493ad048c474e4753643ac9113edcffa0a9,0,0,1,0, , , ,0,0, , , , 
4006,Raysho,raysho,Core Worlds, ,Hosnian system,T-15,0,0,f7ffe6f2b50366085d1598d7a0298bc5aaa39ada578074f400d04b360c45efbc,0,1,0,0, , , ,0,0, , , , 
4007,Reamma,reamma,Outer Rim, , ,T-15,0,0,35e6de2cca52a31ccdb40da6da74544919207f3f322412d5409867d6bb0dfacc,0,1,0,0, , , ,0,0, , , , 
4008,Redcap,redcap,Outer Rim,Savareen system,Redcap system,Q-17,0,0,044d06ad17ce94543751a9cc94542bdd364412a4e0adae677d270ec2e935df86,0,0,1,0, , , ,0,0, , , , 
4009,Reena,reena,Colonies,Tapani sector,Reena system,L-13,0,0,501527aa6d75997f75c4a032ae5ad0813e404f66bc841f886d801149c78ad81c,0,0,1,0, , , ,0,0, , , , 
4010,Refgar,refgar,Core Worlds,Demophon sector,Refgar system,M-10,0,0,2242285ac5e0eb1bb6f5dbc7e1db9b0e12171ce753f3ba257505af9d4afdb1f2,0,0,1,0, , , ,0,0, , , , 
4011,Refnu,refnu,Outer Rim, , ,T-6,0,0,f883d06392e9e7549e0bcd92cd7ce568379538599383746842f6ea06217b7ab2,0,1,0,0, , , ,0,0, , , , 
4012,Regel Eight,regel eight,Wild Space, ,Regel system,I-7,-4349.53,3996.48,eb1e985fde7296b8deb9536afca90a6eb5d4a4b71ff984f70a4a5afbcdaa5215,0,0,1,2, , , ,33.7589638237,-39.0725263717, , ,The Interior,https://starwars.fandom.com/wiki/The_Interior
4013,Regolith Prime,regolith prime,Colonies, ,Regolith system,N-12,0,0,7557b41dfa5bb864ddb8736f89eb081bf5ffaf6d2f5a074b6079fd12fb69dd11,0,0,1,0, , , ,0,0, , , , 
4014,Regulgo,regulgo,Mid Rim,Ryndellian sector,Regulgo system,P-17,0,0,d969c3fa4c49406271ec84942effa530c0a160c7b8aa74a163267101fedb3fac,0,0,1,0, , , ,0,0, , , , 
4015,Rehn VII,rehn vii,Expansion Region,Brak sector,Rehn system,O-14,0,0,320cba0959fd09295d6fd815bb186f7884d7acf83fa8270bf254f023b83cd195,0,0,1,0, , , ,0,0, , , , 
4016,Reigalius,reigalius,Mid Rim,Yucrales sector,Reigalius system,Q-15,0,0,c223a8b6f48db8598129c4e6e31820f02acd7151b68ffe62824fc91d37bbbca4,0,0,1,0, , , ,0,0, , , , 
4017,Rekkana,rekkana, , , ,Q-15,0,0,5f456b4d1354f0b3eb53a21daaf09089017bec849595a406b1cc1ec32d613969,0,1,0,0, , , ,0,0, , , , 
4018,Rela,rela,Expansion Region,Andirma sector,Obas system,L-15,0,0,5371554c9740f75858c82f040b39f598843decc69458c2b4cdb30372a273f5c2,0,0,1,0, , , ,0,0, , , , 
4019,Relkass,relkass,Outer Rim,Saijo sector,Relkass system,K-20,0,0,e94567c617379a6c8662a2216568128a6e940835bfb893a206630040d8c761b6,0,0,1,0, , , ,0,0, , , , 
4020,Rellio,rellio,Colonies,Tapani sector,Rellio system, ,0,0,95979264174e20f53c5b678128d33a0e85e70865cacc20810d8c1defb19e5ca1,0,0,1,0, , , ,0,0, , , , 
4021,Rellnas,rellnas,Expansion Region,Har Worlds,Rell system,J-16,0,0,0adf948ec8208e331dabdf29f53ffe2aa180856c62faa400f57ee77fb7381154,0,0,1,0, , , ,0,0, , , , 
4022,Relus,relus,Deep Core, ,Beshqek system,K-11,0,0,2d68c2392007763e48ee370e084d0a2e08c0b73a28d7b3b74dabae0015762868,0,0,1,0, , , ,0,0, , , , 
4023,Remduba II,remduba ii, , ,Remduba system, ,0,0,d17cfb3a969df31e47d2856d018baf3a205e04eecee7863096bc3f5f917b3363,0,0,1,0, , , ,0,0, , , , 
4024,Remitik,remitik,Outer Rim,Wazta Sector,Remitik system,J-18,-2591.02,-12314.4,43a13aa1d28b90222ef21f37bf74869b5dc791f83ba3f53c58130279d4bdb57d,0,0,1,2, , , ,-73.4943330372,-23.2755394086, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
4025,Rena,rena,Colonies, ,Rena system,K-13,0,0,0279acb867be9de63fe46f251ac5802145432f2461161070b9b390395eb2d8ea,0,0,1,0, , , ,0,0, , , , 
4026,Renas,renas,Inner Rim,Jaso sector,Polith system,L-14,0,0,4f7320e6e3e820c093ee509e74906b637ca79c08f584395963727be6c9ba0b0e,0,0,1,0, , , ,0,0, , , , 
4027,Renatasia III,renatasia iii,Outer Rim,Centrality,Renatasia system,U-8,0,0,9cde3a01485ec3b182d047d0851ee729216cf2d59dbee927f71ea19e9641f753,0,0,1,0, , , ,0,0, , , , 
4028,Renatasia IV,renatasia iv,Outer Rim,Centrality,Renatasia system,U-8,0,0,923f6247e427dfb315459f2055195f9aaa6aaabe1fb8e19c1a708a9eb20d5d07,0,0,1,0, , , ,0,0, , , , 
4029,Rend 5,rend 5,Expansion Region,Surron sector,Rend system,O-13,0,0,e788416d17f0edcc2af2282a1f20ef53e8c2b51607c8234c30b06f0c364067dc,0,0,1,0, , , ,0,0, , , , 
4030,Rendel,rendel, , ,Kiva system,O-13,0,0,686d8933e6010ab46211b3317dc46422933899e4afe7845493f4bf65728a9dfb,0,1,0,0, , , ,0,0, , , , 
4031,Renegg,renegg,Core Worlds,Kuat sector,Renegg system,M-10,0,0,db65d959ab4c8784bbf8d56c3e1a9a1d5c4e8fb6f61dddfb199603d91702eda0,0,0,1,0, , , ,0,0, , , , 
4032,Renforra,renforra,Outer Rim,Dalicron sector,Renforra system,K-20,0,0,42288396bcc4364a40444a20d0eae400effab46f811f3f461772dffc9c659512,0,0,1,0, , , ,0,0, , , , 
4033,Renor,renor,Inner Rim, , , ,0,0,1dd0405a4dba795abbe7cdfa927ed133641c12db5882eb3ff2fbd8725b82cf77,0,0,1,0, , , ,0,0, , , , 
4034,Rentalles,rentalles,Outer Rim,D'Astan sector,Rentalles system,O-4,0,0,404e2829e1d59db79aaf9520ead3643fa482d834ce8eab6537a916a66799e538,0,1,1,0, , , ,0,0, , , , 
4035,Reopi,reopi,Core Worlds, ,Reopi system,M-10,0,0,00182d9dccd9606058bbcf847f998d8336e90101db99a8358ddca358cb773718,0,0,1,0, , , ,0,0, , , , 
4036,Repea,repea,Outer Rim,Auril sector,Repea system,R-7,0,0,c8c1a87483b477872c6a28165dd4f06c7c4b9cccd37e5ff01f1cc3ea9d607f2b,0,0,1,0, , , ,0,0, , , , 
4037,Resht VII,resht vii,Colonies, ,Resht system,N-10,0,0,57f39f6c038710a993191628e572da9d858038c22b18248f6c62e16fce24db69,0,0,1,0, , , ,0,0, , , , 
4038,Retep III,retep iii,Mid Rim,Daimar sector,Retep system,Q-16,0,0,f8a2274cf6e259e4b434071479eb7a3dea8fefeaf2a99543ecf77083c17704a6,0,0,1,0, , , ,0,0, , , , 
4039,Retep V,retep v,Mid Rim,Daimar sector,Retep system,Q-16,0,0,a0e50f95bd3076d39bdb5bfd9b4aef64a901c4ec289ce480a53e4dff56977682,0,0,1,0, , , ,0,0, , , , 
4040,Rett I,rett i,Mid Rim,Esaga sector,Rettna system,Q-11,0,0,7c9ba86ccc1f22444da9a0aee6c29a3568eca5cdbdcfdba99d0d809b0761a903,0,0,1,0, , , ,0,0, , , , 
4041,Rett II,rett ii,Mid Rim,Esaga sector,Rettna system,Q-11,0,0,fb73e8008a5754455524b4cbd967a1e9fa632f8085b9f1df7814a4a1fc4c4259,0,0,1,0, , , ,0,0, , , , 
4042,Retta,retta,Wild Space, , ,Q-11,0,0,1eec40941a5feab6ddfd7329ab1c49fea4428dfb51b2569f622bdf117cc250ea,0,1,0,0, , , ,0,0, , , , 
4043,Reuss VIII,reuss viii,Outer Rim,Portmoak sector,Reuss system,P-18,0,0,854992b74f577f8874a7e740d930ced340ea9857d084c4fc6a0a92b8b70507c9,0,0,1,0, , , ,0,0, , , , 
4044,Revisse,revisse,Core Worlds,Coruscant sector,Coruscant system,L-9,0,0,2d4df2301ec4ab16e315f415e6b7a4e824323dfde3ac2915fbdef85ce7542361,0,0,1,0, , , ,0,0, , , , 
4045,Reyna,reyna,Colonies,Tapani sector,Reyna system,L-13,0,0,19b0d93e7c3863647dccc3626b5376da769ac9280722f5fb9b5839d2b9d090da,0,0,1,0, , , ,0,0, , , , 
4046,Reynon,reynon,Outer Rim,Albarrio Sector,Reynon system,K-5,-1124.36,6474.92,6a4744b2141601b65ae63f64baf4abb943182b72c6dc770a406052c34b45c60e,0,0,1,3, , , ,50.1651169827,-10.1003000147, , ,New Territories,https://starwars.fandom.com/wiki/New_Territories
4047,Rezi-9,rezi 9,Outer Rim,Bajic sector,Rezi system,P-17,0,0,9833fd16ea2ebb88ee821f3ca9e691b82463be2ab14c1f7354b842bb2822b583,0,0,1,0, , , ,0,0, , , , 
4048,Rhamalai,rhamalai,Outer Rim,Varada Sector,Rhamalai system,I-19,-3919.58,-14343.22,da08f30c7e761917573dfcf6d31a08f870a71afde8be2fee764cdc3ac22b7b21,0,0,1,1, , , ,-77.9523415245,-35.2102193494, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
4049,Rhamsis Callo,rhamsis callo,Outer Rim,Danjar sector,Rhamsis Callo system,N-19,0,0,29a5d792d4ab09f21628039e7332f9b8b7a1cfe0a2b4b82ff03473d2cd8607e3,0,0,1,0, , , ,0,0, , , , 
4050,Rhiannon,rhiannon,Mid Rim,Vilonis sector,Kalinda system,O-16,0,0,bd4a96e98609fbac180e8115b72a9242891b42b9f8f46e82583109066162d203,0,0,1,0, , , ,0,0, , , , 
4051,Rhilithan,rhilithan,Outer Rim,Indrexu sector,Rhilithan system,S-5,0,0,6847375c29148ec18cc4a3741d42cbf9e737f502d6c6ee11d9fea22e02424314,0,0,1,0, , , ,0,0, , , , 
4052,Rianon,rianon,Colonies,Tapani sector,Rianon system,L-13s,0,0,7d96b002d3b11a4073eb25954f81ffd055fdc417851a7636ed2e505ce1fe3185,0,0,1,0, , , ,0,0, , , , 
4053,Ricaldi,ricaldi,Colonies,Tapani sector,Ricaldi system,L-13,0,0,bee346c55b78da0cbc85131832dd6b9faaddaf21cf277d32f04492dbe0ae0842,0,0,1,0, , , ,0,0, , , , 
4054,Riesa,riesa,Colonies,Tapani sector,Riesa system,L-13,0,0,2a3b3ef38e31723c16b09c58fd9bc5accf26c6412d10fce545d9feb729d47da8,0,0,1,0, , , ,0,0, , , , 
4055,Rigel VII,rigel vii,Outer Rim,Bheriz sector,Rigel system,U-11,0,0,4200282acbf1a1d3b9475312815574900b45cb69739bf7e609d6be2c1bbc36c9,0,0,1,0, , , ,0,0, , , , 
4056,Rigoron,rigoron,Expansion Region,Dimean sector,Rigoron system,P-13,0,0,41dc8d4dff6f40888ec56d9cc2969b3145c551f2826b55d89fea49ea04dce392,0,0,1,0, , , ,0,0, , , , 
4057,Rijel-12,rijel 12,Expansion Region,Dalqan sector,Rijel system,M-7,0,0,82744d2997db2681f7c9eedda1b20e309c5d005f0892490ae16e3c53f6bb1550,0,0,1,0, , , ,0,0, , , , 
4058,Rim 3,rim 3,Outer Rim,Kibilini sector,Rim system,Q-17,0,0,e436efa647e8452017cd3cb1127557a05a34235d574c0a90c68e3aea093a56aa,0,0,1,0, , , ,0,0, , , , 
4059,Rima,rima,Expansion Region,Brak sector,Demar system,O-14,0,0,1eb96f40bb21ff0014684a41e0aec0968ea9bba379d18f0eff1340c5e337bb89,0,0,1,0, , , ,0,0, , , , 
4060,Rimma 13,rimma 13,Outer Rim,Videnda sector,Dorvalla system,M-18,0,0,44cc24ea127060e98298e47b285d837ff9a0fc59672264f173a627673d4ab08b,0,0,1,0, , , ,0,0, , , , 
4061,Rina Major,rina major,Outer Rim, , ,M-18,0,0,69e1c4cdd27e95deff72197b081ac7b05412e224f0949624869dd007edbd6030,0,1,0,0, , , ,0,0, , , , 
4062,Rinagom,rinagom,Outer Rim,Corporate Sector, , ,0,0,5ee405dc7ba89c634ee89ca0a354773834c495c4b317b3c54fa4d1a754d153a6,0,0,1,0, , , ,0,0, , , , 
4063,Ringneldia II,ringneldia ii,Outer Rim,Centrality,Ringneldia system,T-8,0,0,18967eeb67d0951807f89cf9619109f9463c8795e2da484e221d1c99ee0fd529,0,0,1,0, , , ,0,0, , , , 
4064,Riome,riome,Outer Rim,Videnda sector,Dorvalla system,M-18,0,0,e38ebf1c91ed540788e3929121aa4e23b4a3555820aa40f3abd85e368bea95a4,0,0,1,0, , , ,0,0, , , , 
4065,Rion,rion,Outer Rim,Kessel sector,Rion system,T-10,0,0,bdfb834f1ee9ceac8770739a740f1d28a75da62027ef9c538d4ad95301f4d31a,0,1,1,0, , , ,0,0, , , , 
4066,Rior,rior,Outer Rim,Tamarin sector,Rior system,N-18,0,0,e6776950fc1da8f7496a0e6320202140d850423af032f52cf7065c5415c9c745,0,0,1,0, , , ,0,0, , , , 
4067,Riosa,riosa,Inner Rim, , ,N-18,0,0,31aeebc487412e3fe74a60097517ef8cb680e58061405b6bdeacd62c9111ac27,0,1,0,0, , , ,0,0, , , , 
4068,Ripoblus,ripoblus,Expansion Region,Sepan sector,Sepan system,P-13,0,0,c53d838ad9963a7b4fd1e6a494c4dd2fe8763213feed2c469e54fec08efd4196,0,0,1,0, , , ,0,0, , , , 
4069,Risban,risban,Outer Rim,Tion Hegemony,Risban system,S-5,0,0,ae6df208a44521be3f069e340fbf24228a6f87273e1cd7ee367ecc0d17144e6d,0,0,1,0, , , ,0,0, , , , 
4070,Risha,risha,Outer Rim,Abrion sector,Rishi system,S-15,0,0,45d68f8a09250eed4912e4bee04a95289552c07b16492e60a5c18d872d274842,0,0,1,0, , , ,0,0, ,in other system, , 
4071,Rishal,rishal,Outer Rim,Abrion sector,Rishi system,S-15,0,0,193e9745c2a6a62b5f183c7669a23d138498503bb361972970551d2f60580a09,0,0,1,0, , , ,0,0, ,in other system, , 
4072,Ristel,ristel,Core Worlds,Kuat sector,Kuat system,M-10,0,0,2ecbb0cff49f771a61ef30d371748db8cc4a481ad9f97dbea512773d5980a30f,0,0,1,0, , , ,0,0, , , , 
4073,Rivvidu,rivvidu,Outer Rim,D'Astan sector,Rivvidu system,O-5,0,0,238c565090855e2fb303218fcc195b4049f127803b5f6e79b4c55b7caf8bd40e,0,0,1,0, , , ,0,0, , , , 
4074,Rodaj,rodaj,Inner Rim, ,Rodaj system,L-15,0,0,2f02dd6b079b44f5f445da148d62c1a0df3573585fd38f324ee784d8cc0d3a4b,0,0,1,0, , , ,0,0, , , , 
4075,Rodis,rodis,Outer Rim,Zuma Sector,Rodis system,H-16,-5547.83,-9701.09,f5470c967e578b86dbb432cb62d1e1a290bb7f25af2d8fc64ba33cf2c2123f3b,0,0,1,2, , , ,-65.3496852956,-49.8369863576, , ,Unknown Regions,https://starwars.fandom.com/wiki/Unknown_Regions
4076,Rol Two,rol two,Outer Rim,Noonian sector,Rol system,M-6,0,0,466c90c1d82038714f1ae2e295bbb14e2d011f73b0dcd3cfa1474ceaf4f3e054,0,0,1,0, , , ,0,0, , , , 
4077,Romar,romar,Outer Rim,Galov sector,Romar system,T-13,0,0,a5c67e8b1b6d3b0d325e89caf016aa6a00c6e141950b4b817638dce41b2f94da,0,0,1,0, , , ,0,0, , , , 
4078,Romm,romm,Outer Rim,Varada sector,Delantine system,I-19,0,0,fb2c6a46b97196e7936bc2555eaba0c63b89a6e3fd5eb71efe4af90a8221f1aa,0,0,1,0, , , ,0,0, ,in other system, , 
4079,Romossobar,romossobar, , , , ,0,0,e9ca2b68bf7d055ff23df8a9f4b44fc1618de444a19003e3412d3fa044da4a6c,0,0,1,0, , , ,0,0, , , , 
4080,Ronika,ronika,Deep Core/Legends, ,Empress Teta system/Legends,L-10,0,0,441141303cec1b1889aae6d23f5ee7fa6441c0b861cba72fc5bc8533d0c20047,0,0,1,0, , , ,0,0, , , , 
4081,Roonadan,roonadan,Outer Rim,Corporate Sector,Bonadan system,S-3,0,0,1249965b3eeeade78987a19a6c3bc86e70ecaac8bf8c64d2aa69cefdbadb8e42,0,0,1,0, , , ,0,0, , , , 
4082,Roost,roost,Outer Rim,Bitrose sector,Roost system,T-17,0,0,a8d56c2b71d762717e8b10df890bfd4374907083482d595c382b03ad6cd843f2,0,0,1,0, , , ,0,0, , , , 
4083,Rordak,rordak,Outer Rim,Pelgrin sector,Rordak system,R-17,0,0,a06b3341bbae31a029e3f911200db4d7b10f49231a8cf1e94ce2ca31ee9ab709,0,0,1,0, , , ,0,0, , , , 
4084,Rosha,rosha,Core Worlds, ,Leemurtoo system,M-11,0,0,32bdd5d59c508c2cd12ce5a9d7bb574aa8d3d11645b5afb475f6b262d0358c5a,0,0,1,0, , , ,0,0, , , , 
4085,Rotas V,rotas v,Outer Rim,Yminis sector,Rotas system,S-14,0,0,009963cb3d5dbdb77efd87adadff326e3160e2551003ce0812bd39289da45f94,0,0,1,0, , , ,0,0, , , , 
4086,Rove,rove,Inner Rim, ,Bramior system,M-9,0,0,fc656509f5316f24482ff2971b54151c69386d54c65d843624a16c9bf04bfe4d,0,0,1,0, , , ,0,0, , , , 
4087,Ruby,ruby,Core Worlds,Darpa sector,Rhinnal system,L-10,0,0,85c8b38b0b3b8f9aaed768af60af7620adee5f4277f52ddd54bfd9f6b97ef4a6,0,0,1,0, , , ,0,0, , , , 
4088,Rue,rue,Expansion Region,Baroli sector,Gacerian system,N-15,0,0,2712b07b480fe8b0e0b6d2dc0d664f9c9ab2f679884ec39762c4d892eda200c9,0,0,1,0, , , ,0,0, ,in other system, , 
4089,Ruhe,ruhe,Outer Rim,Savareen sector,Ruhe system,Q-17,0,0,84da944101d473edf7fb7f368609d8a20ad4ba8e192665c005fdb7e7d240a5f0,0,0,1,0, , , ,0,0, , , , 
4090,Rumitaka,rumitaka,Outer Rim, ,Five Points system,U-6,0,0,cd1edabe45284ac8be05342352a94818dcdf1b2981462dbaa260342472ddf028,0,1,0,0, , , ,0,0, , , , 
4091,Ruoss Minor,ruoss minor, , , ,R-11,0,0,e8b789d8d2936ba562566c9b6fde4fdfa2d1e5a84cdd8dfd9f96edfb762da003,0,1,0,0, , , ,0,0, , , , 
4092,Rutal IV,rutal iv,Wild Space, ,Fferon system,J-13,0,0,3e1c8134f49153ccafbd6fe413a7c91ee1b0fa4348318a3a5f035f140fdc30a1,0,0,1,0, , , ,0,0, , , , 
4093,Rya,rya,Outer Rim,Kwymar sector,Rya system,P-4,0,0,22a34bf10578bc752fc67e5badf41428c879c1cde54e2d31284919c68e5cd15f,0,0,1,0, , , ,0,0, , , , 
4094,Rydar II,rydar ii,Outer Rim,Antemeridian Sector,Rydar system,R-7,9091.99,4246.1,90ca3729837b5b09752bf765e095fe1397e42294dd02fdbb91f77c56e800fb3a,0,0,1,3, , , ,35.6027639053,81.6747751432, , ,New Territories,https://starwars.fandom.com/wiki/New_Territories
4095,Rymm,rymm,Mid Rim,Tyus sector,Zelos system,N-16,0,0,73c6f4c9d5654ed3062e3a79a58b40f764787d19ede984cdfe46cc012c1e50fe,0,0,1,0, , , ,0,0, ,in other system, , 
4096,Ryvester,ryvester,Outer Rim,Meridian sector,Ryvester system,R-7,0,0,bc88e4ae93742c2dfa957415536c6705816409c326b40bb3d78b21f7bbc74e06,0,0,1,0, , , ,0,0, , , , 
4097,Rywin,rywin, , , , ,0,0,1a647a98f0d151dba5342196aa1812eea01d90d0b081fc6298b7cd4853403732,0,0,1,0, , , ,0,0, , , , 
4098,Ryyk,ryyk,Mid Rim,Trans-Vulta sector, ,N-7,0,0,c3bfc9a35496f0498af6d5b1acbdaf1f57125d892a7824f20fbb6c2b5f61c608,0,0,1,0, , , ,0,0, , , , 
4099,S'krrr,s krrr, , , , ,0,0,4a02993b46249710567cd562f1c831806cfc644162f7e961c2a8042fbaf3e392,0,0,1,0, , , ,0,0, , , , 
4100,Saarn,saarn,Outer Rim,Esstran sector,Saarn system,P-5,0,0,c54e762f51b363ce62185bc1f9f33257ab1c69b89dcd96c8483607b7cccc7f2a,0,0,1,0, , , ,0,0, , , , 
4101,Sab Rufo,sab rufo,Inner Rim, ,Sab Rufo system,N-8,0,0,c8b8abf5be876f5f611e1f5842d2accc408f7b7130c5ed958008d52b61b09955,0,0,1,0, , , ,0,0, , , , 
4102,Sabrix,sabrix,Outer Rim,Samix sector,Sabrixin system,Q-19,0,0,1367991cbd55b56ba142f812798820c62cab3d31c8401807123dc55a8711e87e,0,0,1,0, , , ,0,0, , , , 
4103,Sagma,sagma,Outer Rim,Illisurevimurasi sector,Sagar system,Q-4,0,0,74b2cd34d5ef979950d4858267270760877450dd197ca43787fca55ecbdd2447,0,0,1,0, , , ,0,0, , , , 
4104,Saheelindeel,saheelindeel,Outer Rim,Tion Hegemony,Saheelindeel system,S-6,0,0,f180a23fe1edec99e066aad948fa4851bfc68331663391872261b9931d51be20,0,0,1,0, , , ,0,0, , , , 
4105,Sajun,sajun,Outer Rim,Halla sector,Colavas system,S-9,0,0,4582dfceaf02d6e98425782760662def214197c5676b94c2a73b3a89d4404744,0,0,1,0, , , ,0,0, , , , 
4106,Saki,saki,Outer Rim,Hutt Space, ,S-9,0,0,9b8b85991cd23d71c0aa2db79db1747c7611cbbd502a516c82fc38b9c70706d1,0,1,0,0, , , ,0,0, , , , 
4107,Sakiya,sakiya,Outer Rim,Hutt Space,Saki system,S-11,0,0,23bedd7707cc576dbcdcec437c2384e56de011ede81d9c17ab490b7fddee904e,0,0,1,0, , , ,0,0, , , , 
4108,Saleeh (planet),saleeh planet,Mid Rim,Teraab sector,Ruusan system,P-11,0,0,1ca1b5821c4886ec070dc4ccab2ba2ac6be095ca77ba043e2a375c3194b3b8ab,0,0,1,0, , , ,0,0, , , , 
4109,Saloth,saloth,Wild Space,Minos Cluster, , ,0,0,ec29ed99a2520a064460fa8e56105fa672f03384db9c1752b82277e2e0445b3e,0,0,1,0, , , ,0,0, , , , 
4110,Salteract,salteract,Outer Rim,Rayter Sector,Salteract system,J-19,-1887.76,-14700.02,ed68d27a5e5234ecc05e007b8ef4f721d334f34f0223a8b5e4a4d2e4a5cfad91,0,0,1,2, , , ,-78.603371024,-16.9580122488, , ,Western Reaches,https://starwars.fandom.com/wiki/Western_Reaches
4111,Samarine Province,samarine province,Outer Rim,D'Astan sector,Samarine system,O-5,0,0,41d6706e7c3bc50ad06a0f5bea7a9d8a1cda31a0fb491e7a2f1bf4ecafe8a6d0,0,0,1,0, , , ,0,0, , , , 
4112,Sammun,sammun,Outer Rim,Batonn sector, ,O-5,0,0,ddc6e99800ae398cb3cd324c24281e5df49c88c4a362437239091937402994c9,0,1,0,0, , , ,0,0, , , , 
4113,Samovar,samovar,Western Reaches, , ,O-5,0,0,6512112d328e8a7117183222bf318d60854b82e58915a1e3be35959490233ddd,0,1,0,0, , , ,0,0, , , , 
4114,Santarine,santarine,Outer Rim,Sarin sector,Santarine system,O-18,0,0,20a775a96d1f69fdadd7904fe5f46777440adec69bfe6b3b5841129da60aded4,0,0,1,0, , , ,0,0, , , , 
4115,Sapella,sapella,Outer Rim,Kathol sector,Sapella system,M-21,0,0,33759ee42305f728d35276b8db711cabd762ba6cd04b6fb9082455b439564581,0,0,1,0, , , ,0,0, , , , 
4116,Sappire,sappire,Outer Rim,Dalicron sector,Sappire system,K-20,0,0,5ada02b71ee3f7e54b95d2e2f291d07fd1201136d5dcd5e8d8cca53d8c1dd195,0,0,1,0, , , ,0,0, , , , 
4117,Sarafur,sarafur,Outer Rim,Moddell sector,Kuna's Tail system,H-16,0,0,d4af49ee32e3303d3d70042adbf5c6268f30b7aa17f89f73e4a67d2066512d09,0,0,1,0, , , ,0,0, ,in other system, , 
